transaction_id,date,product,region,quantity,unit_price
d6dad3b7-6c98-4647-8c18-552fc08d6bbe,2024-04-04,Mouse,East,1,29.99
4e111278-171a-45aa-8a36-8aa801904288,2024-09-07,Headset,East,4,89.99
5b13e7cc-08b7-410d-a29d-faa681bde863,2024-12-25,Monitor,East,1,349.99
1621b7db-7e67-4861-b76a-43b5fb320dd0,2024-08-28,Keyboard,West,2,79.99
88ce1b7e-9f15-4060-9f4e-45f1f3115a6d,2024-12-25,Keyboard,North,1,79.99
5c2be216-b64b-4916-912b-8ef70c088720,2024-03-21,Headset,South,4,89.99
d865eeb6-23fd-40df-8bfb-1f5f18f41152,2024-08-23,Keyboard,North,1,79.99
a0f0ce5c-2132-402e-b391-0ed6f6cdafe9,2024-06-01,Mouse,West,4,29.99
e143c085-bd50-4004-be5b-bb7108301823,2024-01-25,Headset,West,5,89.99
65d152d1-e8c7-4965-9493-639019a36967,2024-06-22,Laptop,North,2,999.99
f21f6c89-76c2-418b-9640-9bf0361c81b4,2024-07-16,Keyboard,South,4,79.99
15df5041-6a79-45c2-aca2-bd0e4ab63fc9,2024-12-29,Monitor,East,2,349.99
e8978eea-6750-4273-88f4-059a3a3cd581,2024-03-16,Laptop,South,4,999.99
3256622c-fad2-4387-845c-cdd9124c0b4f,2024-03-06,Keyboard,East,2,79.99
88ac91a1-56c4-49c0-871f-ece466284a58,2024-12-01,Monitor,East,5,349.99
99eba201-9a8d-49f4-9c38-78480c72b082,2024-08-16,Headset,East,2,89.99
cbb95754-bc66-44c6-91ca-00f16629c739,2024-01-04,Monitor,West,5,349.99
33901130-7261-4869-befe-8a3a4172d377,2024-09-21,Mouse,North,2,29.99
bcd8de0e-1aa6-4c82-9140-dafa5f361682,2024-01-08,Keyboard,East,4,79.99
99fe9924-2712-47af-9cbf-93845699b53c,2024-08-05,Headset,North,2,89.99
8f01b939-11b3-4217-84a0-6810bcfe1776,2024-04-18,,East,3,999.99
74a96da5-874d-491d-ad4b-f94f458bf4ab,2024-04-11,Keyboard,South,4,79.99
1f0e2092-f1ca-4e2e-bab0-01237580a8f3,2024-01-20,Mouse,South,3,29.99
b33857e6-0886-4a49-b5a0-42a6a3be3384,2024-10-15,Headset,South,1,89.99
26fc6426-7508-4598-bf5d-bd0a2b4fad94,2024-01-30,Mouse,West,,29.99
a17e34d6-ed0a-4417-b62b-d9d3cc738cbb,2024-07-20,Laptop,South,4,999.99
1cce3f4a-4a61-4617-b3ee-6aa96d00c4cc,2024-12-28,Laptop,North,3,999.99
0cc1d32f-5e58-4d3f-aecf-94daf1120b56,2024-11-14,Laptop,South,3,999.99
d857e267-517b-4249-a98f-4118399267f8,2024-08-28,Mouse,West,3,29.99
7817438a-8c72-40eb-8bba-ede318e688b0,2024-11-27,Keyboard,South,4,79.99
790ed350-7c99-430a-83bb-73d589cc21e2,2024-10-10,Laptop,West,4,999.99
af05c4dc-43c0-483b-9675-7b4f0343d5e9,2024-02-10,Mouse,East,4,29.99
27df0104-82be-4f98-a361-fe1272e1729c,2024-05-28,Laptop,North,5,999.99
2162a6f2-fa35-4e16-ae44-5d5e8055ec18,2024-01-04,Monitor,East,4,349.99
53c2d836-ad4f-45b8-a7eb-819403bca586,2024-04-07,Keyboard,North,2,79.99
0b30edb9-fae3-47ec-913c-86fac418f463,2024-11-21,Headset,South,4,89.99
c11dbd6e-52ea-4d6f-86c2-3dbb8fd85310,2024-11-21,Monitor,North,2,349.99
1ddee35b-4b1a-4f62-af42-80bed608407e,2024-09-25,Monitor,North,4,349.99
d0e6b358-955f-4cff-9126-f7c41f2af886,2024-10-23,Headset,East,4,89.99
29830b82-b948-4a30-8272-19e45ecab572,2024-05-25,Laptop,East,4,999.99
7e437312-5f24-483f-bb87-f4ed9e46d110,2024-02-04,Mouse,West,5,29.99
58c1c99d-3eb9-4c0d-8f58-0e0736a0287b,2024-03-27,Monitor,East,1,349.99
6f8009b0-318b-47d0-9b0f-34f9dc4b1bc7,2024-02-29,Laptop,North,5,999.99
a2d9fb3f-79b4-43c6-8cf6-862e38fda19d,2024-09-07,Headset,South,4,89.99
c6b8bb65-e98c-481a-9c49-eebf47f64189,2024-02-24,Monitor,East,2,349.99
e7b89016-c8ac-4408-8d2d-70d9e8cf8a8a,2024-10-06,Mouse,East,2,29.99
9fae32b5-0e74-4b4f-8053-0e2fdfdeba12,2024-08-20,Headset,North,3,89.99
645806a0-ddb2-416d-80d8-10fddcd77bca,2024-05-03,Laptop,East,4,999.99
14bea1a7-23f8-473b-accb-9f1f20ff0e99,2024-01-15,Keyboard,West,5,79.99
96919ab6-f24b-4c14-baf9-150416e5f12c,2024-03-07,Monitor,North,4,349.99
2b079f55-28ec-4fb9-a2e8-8ffb6bf5d646,2024-09-12,Headset,East,4,89.99
727ee472-44c2-491e-bc9c-fee7fd6e592c,2024-11-02,Mouse,South,5,29.99
219e9423-f8b6-43a3-9384-69afb58c373c,2024-04-20,Mouse,North,4,29.99
8ca0bd46-2836-4db1-ad0b-45a5e2c1eb69,2024-06-10,Headset,West,5,89.99
799db1e5-577c-4853-90b2-b21b4e92373b,2024-10-25,Keyboard,West,3,79.99
5fba9c80-0aa0-4d6e-aa90-d8a7173e7aa6,2024-12-02,Keyboard,West,1,79.99
a8ced275-d8ed-41d8-b19f-67dfa71bbcd3,2024-12-03,Laptop,South,5,999.99
74c967cf-57cb-4ca7-9d8a-2b14e6b464e0,2024-04-30,Headset,South,3,89.99
26d7e941-de65-4b69-850e-ead297dbfa25,2024-05-16,Headset,South,3,89.99
afa7b7e0-44e8-47c1-9965-4e1104bbd1a8,2024-06-29,Monitor,North,1,349.99
084092b7-7e86-4dc1-88b2-bdd1789a7fbe,2024-10-01,Laptop,East,4,999.99
c61e9326-48d8-4ca3-a2dc-a7c3bebfe491,2024-12-09,Headset,East,3,89.99
dc575ce6-36c4-4026-b97b-1e00706b458b,2024-06-27,Laptop,West,5,999.99
2fc91006-ef0a-4e98-bb59-d15c106434c6,2024-11-15,Headset,East,4,89.99
8f8df333-6146-426a-b664-cda4c6cd4a5a,2024-03-14,Keyboard,West,5,79.99
960bc794-72f7-4e55-9670-8c55956324ba,2024-02-10,Monitor,West,1,349.99
b1f46c59-130c-448f-8720-245f824d4637,2024-02-04,Laptop,West,1,999.99
2f482e26-7592-4ace-950c-62dad6592e59,2024-07-08,Keyboard,South,3,79.99
7b0be396-66a8-4469-82da-5d31682b877b,2024-12-19,Mouse,East,2,29.99
2fe751f9-d615-44d6-9b23-3e58abc036fe,2024-01-12,Keyboard,East,4,79.99
4dff1b3f-0679-4a62-b71d-ed49707be454,2024-02-06,Laptop,East,5,999.99
b57275fa-c758-465f-8dc5-801cec1867f8,2024-09-02,Headset,West,3,89.99
e3218dc0-814f-4127-93e9-af3dd261ffea,2024-12-06,Monitor,South,3,349.99
a392120c-9b3e-4652-a25f-d7bf75aeb097,2024-10-29,Mouse,East,1,29.99
44e33dea-75fb-49be-b8bf-1400e4612a8d,2024-10-28,Headset,West,3,89.99
040776ff-7be9-443a-b8ea-d8a84f1539bc,2024-06-06,Mouse,South,1,29.99
8afd946a-64c2-40d9-a8c9-f157c4bcace5,2024-05-05,Laptop,South,4,999.99
1ab6299e-dc01-47ce-9f7f-58cbc7fa0641,2024-11-20,Headset,West,5,89.99
09645b76-2a6d-4cef-8d95-4e7f6268488c,2024-06-17,Keyboard,West,4,79.99
875a63a6-d9a3-4765-a71f-f4f22f73361a,2024-03-17,Laptop,South,4,999.99
43e54da6-e8de-48f5-a0e1-78c409dae2f2,2024-06-18,Laptop,North,2,999.99
189e39fa-70c2-4fee-a987-37cf268420df,2024-02-21,Keyboard,North,5,79.99
041ebc83-b5da-466c-9fca-545e4db474ac,2024-11-29,Headset,East,5,89.99
6918cc03-adfa-44f3-9a70-f0a60ff4f828,2024-09-30,Laptop,North,5,999.99
63beb710-27e5-4e07-a9ea-a3bcf3b10059,2024-04-29,Headset,North,2,89.99
9c4f3e15-fa6d-4a52-8c56-683b28b3b30c,2024-10-12,Mouse,West,5,29.99
5e5bd3d4-109a-4b06-b2a4-c6ccb8f48098,2024-10-18,Monitor,West,3,349.99
97721f92-9325-4270-afc8-fb2f2d1f4ba4,2024-08-16,Laptop,East,1,999.99
c5f6b3a4-f513-4230-83c5-9ec13f27b412,2024-10-23,Keyboard,South,5,79.99
69f7be34-8ee0-4e02-bc2c-8ae4a86124bf,2024-12-26,Mouse,East,3,29.99
0bf5dd1e-cd47-4d1c-8a2c-04460866d04e,2024-09-02,Mouse,North,1,29.99
c1fb0b36-1671-41a4-bc95-3551c50b41b1,2024-11-13,Mouse,South,4,29.99
9142c117-a782-4522-a5b3-8735350aa0e5,2024-02-18,Monitor,East,1,349.99
d822428d-93a5-44fe-b52c-748ef7d3c93e,2024-03-17,Mouse,South,2,29.99
3c95a32d-5989-475d-8544-e3671a26b13c,2024-06-07,Laptop,West,1,999.99
ef7f26d7-5d79-4f92-bc87-df2c03bf32bb,2024-03-19,Monitor,West,2,349.99
9fc704ad-41a8-4254-84f6-7809d5b30d0d,2024-02-18,Keyboard,West,5,79.99
7d40e8fc-1a1f-43ae-a49a-9d48e9c34b35,2024-04-13,Laptop,South,2,999.99
def23f9d-5ebc-476f-9646-67e1964021f7,2024-11-06,Headset,North,3,89.99
cd2c699a-9346-49b2-99ae-7f413035ae59,2024-08-28,Laptop,West,2,999.99
7bedfaa4-05ac-4db1-a67e-5f659900c163,2024-05-09,Laptop,East,3,999.99
33f19f64-e5a9-4ed2-8e5c-2c730281b1d3,2024-08-12,Laptop,North,5,999.99
266dec89-dc43-4df0-8013-c05a34ef2033,2024-04-13,Headset,West,4,89.99
8abfc47a-7195-4f89-9607-7a81f4c637e6,2024-03-14,Keyboard,South,5,79.99
907fa9dc-30cd-4ca8-9c07-84899f276cf1,2024-05-18,Keyboard,South,2,79.99
3a738d31-c1a3-4c87-8f59-9d0e84b5d078,2024-03-22,Laptop,North,3,999.99
ae921ff9-8b4e-4e2e-b484-6c0e372843fd,2024-05-02,Laptop,East,3,999.99
29dae819-8d6c-4f5e-a00a-61da9a3c7d66,2024-02-08,Headset,East,1,89.99
1601e8bd-83ef-4f56-8484-57eb18b92718,2024-09-16,Laptop,South,1,999.99
8e362f0e-c79a-47c5-a3cf-d821e98ac74a,2024-04-28,Headset,North,3,89.99
564bb40f-4463-4d35-b70f-6f91d727e084,2024-09-15,Keyboard,West,4,79.99
1b2e1dd6-e998-4028-af97-afb0da47f0fb,2024-12-14,Mouse,South,3,29.99
283e22a5-5901-4a3b-98ad-95a80a7b2ad4,2024-07-19,Monitor,South,2,349.99
8b2b7cae-4ee8-42b0-9dcb-986b257e520c,2024-03-12,Monitor,North,2,349.99
c32ddc29-4cf6-4890-9bcf-ad202240cda6,2024-01-09,Mouse,North,2,29.99
8b09e116-a32f-47be-ba1b-c0455a3c54e2,2024-12-09,Keyboard,West,3,79.99
efa7a726-f5f0-4019-9d36-ebc25357778f,2024-06-07,Mouse,West,1,29.99
0ec2334d-0073-4e98-bfb0-f8a688e519bb,2024-01-15,Mouse,East,3,29.99
1ac67c9a-5e4d-40ef-bd05-036fdf7bd504,2024-07-11,Mouse,South,5,29.99
f082d337-21a3-4437-a327-a561174cacf7,2024-12-04,Mouse,East,1,29.99
94002cb3-1bf0-48ec-ba52-c2145a9e1cba,2024-02-28,Keyboard,West,1,79.99
57b37765-52ce-4821-80f0-3579b62171b5,2024-08-29,Monitor,South,5,349.99
bd5923b5-6742-4eab-83b7-38fd797e83ab,2024-05-06,Mouse,North,2,29.99
da19e026-418b-43c6-a654-d7a378f03a73,2024-06-13,Headset,West,4,89.99
d8bf3c0f-7bc9-4a01-9a11-4ca041adfed2,2024-04-18,Keyboard,South,3,79.99
96eceff0-e3f0-4930-b8cf-9f1d8f222da3,2024-02-05,Monitor,South,1,349.99
0d6589a6-b686-4178-b9de-7d83995faa7c,2024-01-16,Mouse,North,2,29.99
b20ed06d-d1d0-44a2-86fa-09ba9c630ed9,2024-02-05,Headset,South,1,89.99
940b8538-c7a0-402b-a8be-3bc194f13f80,2024-10-20,Monitor,West,4,349.99
863e8bd1-ca31-47c1-9397-aea93b95ba16,2024-03-11,Monitor,East,5,349.99
8b4f9bd5-c9fe-4230-8ed7-cc67aa8f9a24,2024-02-10,Keyboard,North,2,79.99
f79e1b4a-1cb5-4175-887b-b169183e877d,2024-11-21,Laptop,North,2,999.99
de561a66-9b04-4dcf-b2d2-b029f094e44e,2024-12-17,Headset,West,4,89.99
948eca0b-f0a3-4e94-9d1a-172ef094fd0f,2024-08-20,Headset,South,1,89.99
4a3619f4-8bed-40eb-9784-ea8fdc7682fa,2024-05-14,Keyboard,East,3,79.99
145c7703-aa93-4e7c-b4e1-593289ed14ab,2024-08-13,Monitor,West,5,349.99
aed960f3-5018-4145-91f5-90338d116571,2024-01-27,Headset,North,4,89.99
8ecc6f48-9303-47ee-99c7-1f4f7bef2d37,2024-07-14,Mouse,South,5,29.99
ec411886-41d6-4b5b-bd7b-74cc6cefc29d,2024-06-24,Laptop,East,4,999.99
4cd4125a-8aa5-4ed9-b62e-7564d359417b,2024-06-17,Monitor,East,2,349.99
5fdf629e-5fcd-46d0-9967-29d97583f11b,2024-07-24,Keyboard,West,4,79.99
9a19fa56-9099-42ce-9446-fef99559567c,2024-08-06,Mouse,North,3,29.99
04fb52d1-8bff-4b1a-9d8e-5a217cc204e8,2024-09-15,Headset,West,5,89.99
99aff894-cd2d-4e83-bf9d-5b06d006b738,2024-03-22,Monitor,South,2,349.99
23fc28d7-8897-482e-9e34-0cd24069b544,2024-08-10,Monitor,North,4,349.99
c6af76e8-81ab-4bdf-9b0f-ea77dd821c6e,2024-10-01,Laptop,West,3,999.99
c803694a-dfa4-42d2-9625-ee307517e6ad,2024-11-30,Mouse,West,5,29.99
bb7b3cc1-cb3d-4368-9166-09838dbbf475,2024-03-16,Headset,South,3,89.99
4c485b4e-8af2-45a6-bb52-f02854026073,2024-08-25,Monitor,North,2,349.99
b5941bb4-c780-41c8-8b12-1560320d1492,2024-01-22,Laptop,West,2,999.99
bd6de344-79e8-46dd-8032-253226fe54a9,2024-01-09,Headset,North,2,89.99
83f838ac-0da9-482c-acd4-68510510a18d,2024-08-04,Mouse,West,2,29.99
da339175-8687-4da4-8879-15ffe0a3d7bb,2024-02-13,Laptop,West,2,999.99
fc7de543-fdd2-4a08-961a-3bd30dad5f87,2024-02-04,Mouse,North,3,29.99
31c3c2d5-5497-43db-b57b-03fd326ddd07,2024-05-10,Monitor,West,4,349.99
0c6b57f9-d3ff-48f0-8980-b21db2156d12,2024-02-01,Monitor,East,2,349.99
0443b777-620d-4d45-a25c-9d15477e578a,2024-01-07,Headset,East,1,89.99
596f8e4c-e6d1-4bc6-bb53-a3c9c42d07cb,2024-11-21,Monitor,West,2,349.99
d1fdf397-9867-451c-9863-144db0f628a2,2024-11-01,Laptop,North,2,999.99
4afa970c-b5d3-4a58-a81e-0dcb95218263,2024-10-11,Headset,North,4,89.99
1fca08c2-9f38-4679-afcf-a61cb70a5c2e,2024-04-28,Mouse,East,5,29.99
c9f476a5-096d-4ced-ba1d-a29cc178b0fc,2024-06-22,Mouse,East,2,29.99
4d978c44-a5b9-4268-847e-0c885154a112,2024-05-20,Keyboard,East,5,79.99
23051aef-d75f-49f4-aa18-23e293d4d7c0,2024-01-11,Keyboard,North,5,79.99
edba32ab-f882-4595-bed0-8660317b2972,2024-11-24,Monitor,East,2,349.99
bbaa52e4-a7a2-4b64-ae80-bcbe91c73349,2024-06-07,Laptop,South,4,999.99
af9cb3a8-e64a-4810-9bf6-64e8f7d3a12b,2024-04-05,Keyboard,South,1,79.99
0f680d37-1960-4e54-a87e-21d23791c222,2024-08-17,Mouse,West,2,29.99
f7aa3de7-7272-4162-8115-8f958dda4dcd,2024-07-08,Mouse,North,2,29.99
75f09a3b-4e24-4c4d-9c54-6eaa04cb5326,2024-02-10,Headset,West,1,89.99
51746c0d-68dd-4138-a4fc-c53e8f43acf1,2024-08-01,Monitor,South,3,349.99
3aabf474-1d06-427c-9b68-a317d4e28bd7,2024-09-29,Keyboard,West,5,79.99
5a12a451-846f-444c-aa16-734cc38c4b62,2024-01-24,Headset,East,2,89.99
f0724492-e57c-43bb-929c-e042452ee63c,2024-11-04,Laptop,South,1,999.99
7a698df6-0a2b-4966-89c1-b2be309bf2f1,2024-07-04,Keyboard,West,5,79.99
16bca83d-d075-4359-9d7c-20b6c4900cff,2024-06-25,Headset,West,5,89.99
551d7c36-7094-4b18-9208-e271b50f93a5,2024-09-21,Headset,North,1,89.99
cb401c0c-ef92-48f9-bf72-0f5c6f8278df,2024-12-22,Laptop,East,3,999.99
de1a1a14-b420-4c2b-bf20-58a31e6c38c9,2024-08-02,Keyboard,South,2,79.99
60447ad3-fc6c-47f5-9da0-1d1d554cbce5,2024-01-26,Headset,West,5,89.99
399e578c-80ea-4057-8529-34113c3f18ae,2024-08-14,Monitor,East,4,349.99
4a0bcb77-d397-4058-935a-c8d7674909a3,2024-11-20,Keyboard,North,2,79.99
68d2de0e-4321-4caa-9cb3-2f57a94f6b8d,2024-04-27,Monitor,North,1,349.99
21edddc6-02a1-4cf6-88b9-f8a5e1954c9c,2024-09-26,Mouse,North,2,29.99
3bfbb698-2ced-41b9-9972-fda747bc4917,2024-04-06,Mouse,North,4,29.99
2da3e7b1-1354-4501-a0c5-97b4de747e0c,2024-11-20,Laptop,North,3,999.99
7b98e93a-0760-410a-9425-83a6296ccc52,2024-11-01,Keyboard,West,3,79.99
aa3facf9-6a24-4b59-bc7f-695e7d7155ac,2024-06-15,Keyboard,North,5,79.99
7540e576-3a51-4d34-b862-1e4a0c272019,2024-08-19,Keyboard,East,2,79.99
cc4e41d1-630c-4227-be04-0de1f7edfe64,2024-11-09,Monitor,South,5,349.99
571d6efb-d493-415c-89ec-54d45e1b1883,2024-03-14,Monitor,South,5,349.99
875320bc-8ae2-46eb-9423-290336ae8b96,2024-10-24,Headset,South,5,89.99
0d71df96-2cd4-4a76-8036-15e70b779732,2024-09-25,Keyboard,South,3,79.99
d4dc6020-c134-4f3e-9816-d1f3defca965,2024-10-31,Monitor,South,4,349.99
4d373c1f-64b8-482c-8115-ea66ff525051,2024-04-11,Keyboard,West,1,79.99
1c4f251e-463f-4127-a401-489fdf92e4b6,2024-03-21,Laptop,West,5,999.99
ab7fdf9e-365b-4d0d-8900-b2ab1845c4fc,2024-06-18,Mouse,East,2,29.99
409c3bd6-953f-470f-8cc2-9ad30787356d,2024-11-27,Headset,East,3,89.99
2c83e8e1-b771-46a5-9fb8-898a7bf874a3,2024-04-26,Mouse,West,3,29.99
47683a6f-e5a6-4dd3-aa6c-909311532aca,2024-05-11,Keyboard,West,5,79.99
71d42efc-fb23-4991-af3d-167cab39998d,2024-06-28,Keyboard,East,3,79.99
53d137fa-5698-4771-98d7-d9dbb81f23d3,2024-02-12,Headset,South,2,89.99
a9246267-1896-4e9d-acf2-a0235d19716c,2024-05-28,Headset,North,5,89.99
9cf31b5f-7e82-47f5-8aa5-0851bb777e0b,2024-01-27,Mouse,East,3,29.99
9c8c3aaf-4354-4ea2-9c48-8894faeb13e6,2024-06-13,Monitor,East,3,349.99
b0250c66-d67c-4f87-ad8e-44914677c834,2024-04-01,Headset,North,3,89.99
859bfc03-630c-427b-b9b7-55ad0f8de864,2024-05-24,Laptop,East,2,999.99
0422ac2e-a49d-45b3-84c1-8bb5824e061a,2024-01-01,Monitor,South,1,349.99
ce4a4455-0c84-42b0-a16d-a1a2e149efee,2024-01-28,Monitor,East,3,349.99
134cb3ca-ad29-401a-b03e-b4ebd7e9d9e6,2024-06-30,Keyboard,East,2,79.99
393e81be-e109-4917-be16-30f53183d269,2024-02-21,Headset,East,4,89.99
cff0c645-62a8-44bc-b326-c0546cc43e55,2024-07-10,Keyboard,West,2,79.99
8f0b8d17-4a86-432d-b3de-4de711aff962,2024-07-11,Laptop,East,5,999.99
6d73b218-c65e-4f19-bf45-e4d3ec420e3b,2024-06-05,Mouse,East,1,29.99
d883bc7e-ada6-48a6-8d34-6bb601f07fae,2024-03-07,Mouse,West,2,29.99
e04ab0ab-523f-4815-82bb-2e5e40895bd7,2024-05-07,Laptop,East,4,999.99
666bf81d-8cc6-4423-8015-aafe24513b0d,2024-09-14,Laptop,East,5,999.99
db2e5b53-6224-4733-998a-f8b3006dfb09,2024-10-06,Keyboard,East,5,79.99
793b374a-41b0-4898-8a0b-5a70464427f8,2024-06-01,Keyboard,South,2,79.99
dfbb0cb4-3eb8-4fb8-af7e-18347bda7689,2024-02-10,Headset,North,2,89.99
4c47f28c-3eb1-461a-9cd0-31eb59081943,2024-12-10,Keyboard,South,3,79.99
fd8b8c05-034b-48af-8895-511e3840dab9,2024-09-14,Laptop,West,1,999.99
5f99ef30-8e6d-40d5-aaa0-aa94e98a0681,2024-02-03,Laptop,East,2,999.99
91b8850e-66e1-46f6-abd8-5029fef6673a,2024-02-06,Laptop,North,4,999.99
0b8e7182-cf36-4d3b-b6ff-87555c9cbeb1,2024-02-21,Laptop,East,3,999.99
b4c870ef-1f79-4238-9546-f7518a45c544,2024-02-29,Headset,South,4,89.99
4bd8c3a6-1e94-48bc-8b49-b3c67476249a,2024-05-25,Laptop,East,4,999.99
